source,class
ttmszq.pv+ggzvzg.m_t_translated.npy,2.0
tmgwzv.zt+pvpvbp.z_t_rotated.npy,2.0
ttbpts.vt+psbtps.m_zmm.npy,4.0
tppggz.pv+psgztq.q_t_translated.npy,2.0
tzzzmp.mv+pstptv.b_zmm.npy,5.0
tzgtbw.mt+pqmmgb.p_t_translated.npy,2.0
tbmwmg.qv+pqztzg.t_t_translated.npy,0.0
tbzvbw.mb+psbzgm.v_zmm.npy,5.0
tbmpbm.pv+gmpttm.q_t_rotated.npy,2.0
tpmtpb.bq+pvmmpw.z_zmm.npy,0.0
ttpgpz.gg+gwtbps.t_z_translated.npy,2.0
tzzmmp.qz+gpmwbs.z_t_flipped.npy,0.0
tmpwtt.sq+gzzqbt.z_t_flipped.npy,2.0
tpgbmp.bm+gpbvgp.s_zmm.npy,5.0
tttmtg.qb+pvzwtp.b_zmm.npy,5.0
ttpmmz.qz+ggtgzq.s_zmm.npy,0.0
ttpvmg.gw+gtptbg.p_zmm.npy,0.0
tbmzzw.bt+gttszm.q_t_translated.npy,0.0
tzmqpw.vv+pwbstm.g_zmm.npy,4.0
tbmwbv.sm+pszqbz.p_t_translated.npy,1.0
ttptpb.wq+pvmqpq.v_t_rotated.npy,0.0
tbgwtw.wq+pszbpv.t_t_translated.npy,0.0
tzpvbg.gp+gbgqpv.t_t_rotated.npy,1.0
tbtbgz.zq+pwgpbz.w_t_flipped.npy,0.0
tzpszq.bt+gzmggt.p_t_flipped.npy,1.0
tbmstb.tb+pwzqmp.q_t_rotated.npy,0.0
tbpmtq.zp+gmpvzm.q_z_flipped.npy,2.0
ttbbbw.zt+gwmwbz.s_t_rotated.npy,0.0
tzmttv.bq+pwbzgb.p_z_translated.npy,2.0
tpmbbt.tt+ggzztw.t_t_flipped.npy,0.0
tbmwmb.mb+pwzbbm.q_zmm.npy,5.0
tbpggs.zp+pqpqgb.g_zmm.npy,5.0
tptbpp.bm+gwtppg.s_t_translated.npy,0.0
ttgsbw.st+gzzbmb.z_zmm.npy,5.0
tpzpbp.gm+pqmtgz.w_t_rotated.npy,1.0
tzzmmq.gq+pwtgtp.t_zmm.npy,5.0
tmggtw.bw+gzgbzz.t_t_translated.npy,0.0
tpmqpt.sb+gpppgz.w_zmm.npy,3.0
tbbzzt.bg+gmbmtt.t_t_translated.npy,0.0
tbtmpp.gb+gzzwgt.b_zmm.npy,5.0
tztwtt.wq+psgbmt.z_t_rotated.npy,1.0
tzpvbm.sb+gmpqgz.v_t_rotated.npy,0.0
tpbqgt.sq+gbbzzv.p_t_rotated.npy,1.0
tmgvmq.qp+gtbwtt.z_t_flipped.npy,0.0
tzbzgt.bg+pvpstp.z_t_flipped.npy,1.0
tzzmzp.gg+pqtggv.b_t_translated.npy,0.0
tpmmbp.zp+gwmwzw.p_t_flipped.npy,1.0
tbtvts.pt+gpgttb.s_t_rotated.npy,0.0
tbzwgg.sm+gzzpzt.p_z_rotated.npy,2.0
tbbzms.vb+pvzztm.p_z_translated.npy,1.0
ttbttw.pg+psgggv.t_t_translated.npy,0.0
tbgbpm.pg+gwmwzb.w_z_translated.npy,2.0
tptwts.ss+ggzzpp.s_t_rotated.npy,0.0
tzpmbv.mz+gzttgv.g_t_translated.npy,1.0
tzgtts.vw+gmtvpg.b_t_flipped.npy,1.0
tbgvpp.bt+pggmgv.p_zmm.npy,5.0
tpggzm.bv+gzbsmb.b_t_rotated.npy,1.0
tbbzbg.vz+gptqmb.m_zmm.npy,1.0
ttbwbw.wp+gpzbtw.z_t_translated.npy,1.0
tpzvzs.zt+pwgvtb.v_zmm.npy,0.0
tzmbzg.sm+gmpszp.p_zmm.npy,3.0
tzpmtz.sq+gbbpbv.q_z_rotated.npy,2.0
tpzqgs.wp+pvztpv.g_zmm.npy,5.0
tzmgmv.tt+gttpmm.s_zmm.npy,0.0
tzmgpg.vs+gmtmbm.b_zmm.npy,0.0
ttbzgw.pg+ggggmb.b_zmm.npy,5.0
tzttgw.sz+ggbvbv.v_t_flipped.npy,1.0
tbmtps.qb+gmbtbp.s_zmm.npy,2.0
tbttpm.pt+gmmtgb.t_zmm.npy,0.0
tpgqpz.gv+pwpmmm.z_z_rotated.npy,1.0
tzbwpv.qm+psbtbv.v_t_translated.npy,0.0
tbtgtw.pm+gtgmzb.t_zmm.npy,5.0
ttgptt.pw+gwttpw.p_zmm.npy,5.0
tzgvbv.vz+gmmpzg.v_zmm.npy,0.0
tzpwpv.pq+gpttbp.t_t_translated.npy,0.0
tgmvzs.ss+gptgms.t_z_flipped.npy,2.0
tzzqps.mt+gbggzs.s_zmm.npy,5.0
tmgvgs.bp+ggtpzg.v_zmm.npy,5.0
tpzqpt.sm+pvmwgg.b_t_rotated.npy,0.0
ttbptz.bt+pstqgt.p_t_flipped.npy,0.0
tzgmgp.st+gtgppp.t_t_flipped.npy,0.0
tmpvmp.wz+gzbqpg.m_t_rotated.npy,0.0
tzbqtg.pz+gbtptg.w_z_rotated.npy,2.0
ttgqgt.zs+pwtzbp.z_t_flipped.npy,0.0
tzgbgg.gz+gtpvzv.q_zmm.npy,1.0
tptztm.pz+gmbszw.s_z_flipped.npy,1.0
tzpptg.ms+gmzptv.w_t_translated.npy,2.0
ttzzgz.wt+gmtggp.z_t_flipped.npy,2.0
tpbbtq.bw+ggmgpt.v_zmm.npy,5.0
ttzqzz.bp+gpmsbp.t_z_flipped.npy,1.0
tpztbq.tm+gbgpmg.v_zmm.npy,5.0
tgmmzt.gb+ggzwgv.w_z_translated.npy,1.0
ttpgbs.zg+gztbzt.m_t_translated.npy,1.0
ttbvzq.mz+gttqtb.t_t_flipped.npy,0.0
tztgzq.ss+gbbggb.w_t_flipped.npy,2.0
tbzspw.zb+pqtqzw.w_z_translated.npy,1.0
ttbtmp.vq+ggpgbm.s_z_translated.npy,1.0
tpgsbz.qp+gbzzgt.z_zmm.npy,5.0
ttgbgw.mm+pwzvzz.m_t_rotated.npy,0.0
tppgpb.vv+pqzzpg.m_zmm.npy,5.0
tbgvzz.vb+pwmbbz.w_zmm.npy,0.0
tpbsbq.qv+pwptzp.b_t_rotated.npy,0.0
tpbptp.vg+gmgtgt.t_t_flipped.npy,0.0
tppppq.bb+gwmggp.v_t_translated.npy,0.0
ttpvmg.bt+gpbvpb.t_zmm.npy,5.0
tttptg.mv+pwttgq.w_zmm.npy,5.0
tbzqzv.pg+gmppmw.v_zmm.npy,5.0
tzzgzp.ss+pvbvpm.g_zmm.npy,5.0
tbzppw.gm+gbtbtw.z_t_flipped.npy,0.0
tztzzm.bm+pvbtzp.g_t_translated.npy,2.0
tztszt.qp+gbmmbw.q_z_translated.npy,1.0
ttbqgv.tm+gpmvzv.b_t_rotated.npy,1.0
ttgvzs.sb+ggbbzm.m_t_rotated.npy,0.0
tbtppt.pp+psbztw.s_z_translated.npy,1.0
tbtpgb.vm+gmmzpq.q_zmm.npy,5.0
tgmmzw.sp+gtgpzm.t_z_flipped.npy,1.0
tzpmzw.bp+gmgtmz.t_zmm.npy,0.0
tzbgbz.tw+gmmstz.v_zmm.npy,5.0
tmpvgq.wb+gmgspb.v_z_translated.npy,2.0
tbtgtt.vg+ggzttt.s_t_translated.npy,0.0
ttzbzt.pb+pvbpzt.v_zmm.npy,0.0
tzpsbq.ms+pqmsgq.p_zmm.npy,0.0
ttpbpz.vq+gtbpzq.m_t_flipped.npy,2.0
ttgszm.mz+pvpbzt.v_t_translated.npy,0.0
tttbzp.bg+gwttzs.b_t_rotated.npy,0.0
tzbzmg.wt+gbmwzz.q_z_flipped.npy,2.0
tzmppt.wg+gbgggs.p_t_flipped.npy,1.0
tbzggq.tm+gpbppg.v_t_rotated.npy,0.0
tzzgzv.pv+pvbptg.b_t_translated.npy,0.0
tpmmmg.vb+pqbwgp.g_zmm.npy,5.0
tbpgtt.vt+gmbsmm.z_t_translated.npy,0.0
tppvmz.zg+gtpwbs.m_zmm.npy,5.0
tpgpzw.sz+psmtmp.m_z_flipped.npy,2.0
tpbqtt.ss+pwtmzv.q_zmm.npy,5.0
tpbsbg.ww+pggvpg.z_zmm.npy,5.0
tppvgm.bp+ggzmpt.w_t_translated.npy,2.0
ttbpgp.wb+pqbvgp.t_t_rotated.npy,1.0
tpzvgq.vg+pvbqbt.q_t_rotated.npy,1.0
tbpwmt.vz+ggzbtm.p_z_rotated.npy,1.0
ttgzps.gm+pstspm.t_zmm.npy,3.0
ttmbtz.pw+pqzptv.p_t_flipped.npy,0.0
tttspb.tm+gbbbtp.q_t_translated.npy,0.0
tttzpb.mb+pwmwmv.z_zmm.npy,2.0
tbbpmg.ms+pszbpp.s_zmm.npy,0.0
tmgmpb.pv+pstmzs.z_t_flipped.npy,1.0
tpzsgm.gs+pvmbpm.z_t_rotated.npy,0.0
ttbqtm.bg+gpgwbg.p_t_flipped.npy,1.0
tbtqbz.sp+ggmvtw.z_z_flipped.npy,1.0
tbgmpv.pg+pqtvgw.b_zmm.npy,0.0
tzmtbw.tp+gpzmpm.z_zmm.npy,0.0
ttzpzq.ww+pwbgzm.b_z_translated.npy,1.0
tbpggq.vq+gbzqtw.m_t_translated.npy,1.0
ttmvtp.qw+gmtmtm.q_zmm.npy,4.0
tbppgt.tm+gbppbb.q_t_flipped.npy,1.0
tzpbzz.zm+pwbgtg.z_z_translated.npy,2.0
tpzmts.zq+pstzbq.p_zmm.npy,5.0
tbmwbs.mb+gtpzgs.s_z_flipped.npy,1.0
ttztgg.zw+gwzgzg.b_zmm.npy,0.0
tbmspg.vm+pvmvzg.q_t_translated.npy,0.0
tpzgtz.qz+pspbbv.s_zmm.npy,5.0
tbpwbm.bz+gmttbw.q_z_rotated.npy,1.0
ttmbtp.pz+gmgttp.t_zmm.npy,5.0
ttbptt.qp+pqgsbg.m_t_rotated.npy,0.0
tttbpg.pb+pqmvpv.m_z_flipped.npy,2.0
tzbvzv.pv+pspmbg.b_t_translated.npy,1.0
ttpsbs.sv+ggpbmb.t_zmm.npy,0.0
tbmbmb.qz+pqbbpm.b_t_rotated.npy,1.0
tbbzbq.zs+pqtbpb.p_zmm.npy,5.0
tzpsts.st+gttmbq.v_z_rotated.npy,1.0
tbmmpp.pm+gpbpgs.s_z_flipped.npy,1.0
ttpqtz.vq+psgbpg.g_t_flipped.npy,1.0
tzptgq.zg+gggwtb.q_zmm.npy,4.0
tbptms.sw+gtzgpw.b_t_translated.npy,0.0
tbtppq.sv+gmbzps.b_zmm.npy,0.0
ttzggq.ms+pwbtpz.m_t_flipped.npy,1.0
tbgggv.gv+gpzvgp.g_t_rotated.npy,0.0
tpmgpb.mq+pvtgbs.v_t_translated.npy,0.0
ttgwpw.gw+ggtszw.p_z_translated.npy,1.0
tbtsts.sq+psgmtq.b_t_translated.npy,1.0
tbbptq.pz+pvtbbb.s_z_flipped.npy,2.0
tbtbms.tg+gmbzmv.s_t_rotated.npy,0.0
ttbbtw.gp+gttbps.m_z_rotated.npy,1.0
ttgzgt.wt+pqmsmq.z_z_translated.npy,1.0
tppqts.pt+gzzbtp.t_z_flipped.npy,1.0
tmgqpw.sg+gwbtbw.p_z_flipped.npy,2.0
tptpbs.zp+gmzgzq.z_zmm.npy,5.0
tpzqpt.sm+pvmwgg.b_zmm.npy,0.0
tzbsbz.ww+gmtppz.p_z_translated.npy,2.0
tzpvpp.mq+pvzsgp.g_z_translated.npy,1.0
tzmstg.tw+gzbgzt.t_zmm.npy,1.0
ttzbmw.zz+gzgsgm.z_z_rotated.npy,1.0
tbmwzv.vp+pqpqmg.s_t_translated.npy,2.0
ttbzgm.ws+gmgwgq.m_t_rotated.npy,1.0
ttmmgs.mq+gtbwgq.q_t_rotated.npy,2.0
tpbvbv.qw+gzbppq.b_t_flipped.npy,0.0
tbgbbq.zs+pvbbgv.b_t_rotated.npy,0.0
tpmwzs.tv+pvmvzq.m_z_translated.npy,1.0
tgtvbw.vs+pqtmpq.v_t_rotated.npy,1.0
tzbsgz.vw+ggpzbm.q_z_translated.npy,2.0
ttgvzp.vt+gmpzpt.b_zmm.npy,5.0
tpmgtz.tw+pwpgpg.m_t_translated.npy,0.0
tpzqmm.pz+pvptmp.z_zmm.npy,2.0
ttbwgp.ws+gzbppq.q_zmm.npy,0.0
tpmggq.vt+ggbvbm.g_zmm.npy,5.0
ttmtbq.sm+pqzzgb.z_zmm.npy,0.0
ttpbmz.mt+gbpbtw.q_zmm.npy,5.0
tpbtzg.pm+gtgmpv.q_t_translated.npy,0.0
ttggzq.st+gtpmbb.b_zmm.npy,0.0
tzbbpq.zm+gmzwzb.v_t_rotated.npy,1.0
tbbqps.gp+pqpstw.t_zmm.npy,0.0
tzgbzt.wg+ggzttp.b_t_translated.npy,1.0
tmgsbv.sq+gbbvzm.w_zmm.npy,0.0
tzmsgq.ts+gzpszm.q_zmm.npy,2.0
tbmspm.pz+psbbgp.s_zmm.npy,5.0
tpmstt.zq+gpgqpg.m_zmm.npy,1.0
tmgmbm.sv+gbmqzq.v_t_translated.npy,0.0
tptwtm.ws+pqgptv.v_t_flipped.npy,1.0
tzmmzb.pt+gtbtmg.v_zmm.npy,5.0
tzzgzb.qq+psttbz.w_zmm.npy,5.0
ttgpms.qg+pqbsmt.t_zmm.npy,0.0
tpgpbz.qq+gbzzgm.b_t_translated.npy,0.0
tzgzms.tq+pvzvtg.b_t_rotated.npy,0.0
tttgbt.tw+gwmmgt.z_z_rotated.npy,2.0
tppmtb.wg+gmzwmq.v_zmm.npy,2.0
tbmvbb.gq+pvtvgs.g_t_rotated.npy,0.0
ttbmbv.mz+ggzgmg.s_zmm.npy,0.0
tpmbbs.bt+gtzwzb.z_zmm.npy,5.0
tbmqbq.zg+pszpts.t_t_flipped.npy,2.0
ttmpgm.mp+pszsbw.v_z_translated.npy,1.0
tbzppp.bt+gpmmzz.t_t_rotated.npy,0.0
tbmvzb.wz+psbqbt.s_zmm.npy,5.0
tbgsmm.mm+pgggmb.t_zmm.npy,4.0
tzbvps.gm+gzmzgq.w_t_translated.npy,1.0
tbgszq.st+gtzgtb.m_t_flipped.npy,0.0
tttgtz.st+pqtqbt.w_z_translated.npy,1.0
ttzwgp.pp+gpmptg.b_z_flipped.npy,2.0
tzmgpz.gv+gtgwzq.v_t_flipped.npy,1.0
tmpvgg.bp+pwzvmg.w_zmm.npy,4.0
ttgmmz.vv+gbzmtt.z_z_flipped.npy,1.0
tzzwzq.tb+pwzwtg.b_z_rotated.npy,1.0
tbppzm.tb+gpbwmp.v_t_translated.npy,0.0
ttbtgt.bs+psgwpp.t_t_rotated.npy,2.0
tppggq.vp+pqmmtt.m_zmm.npy,5.0
tzmttv.bq+pwbzgb.p_t_flipped.npy,2.0
tpbbbs.mv+pqzzbt.z_zmm.npy,5.0
tptqpw.tv+pwbpzs.t_t_flipped.npy,1.0
ttpbbb.vw+pwgggq.s_t_rotated.npy,0.0
ttmqbz.mv+gzbsgp.v_t_flipped.npy,0.0
tmgbzz.vg+pwzqtz.q_t_flipped.npy,0.0
tzpzmv.pp+gmztpz.b_z_rotated.npy,1.0
tptptb.gv+gpggzp.q_t_flipped.npy,1.0
tpgqgp.pp+gptqbs.b_zmm.npy,5.0
tbgszg.mz+gwtwts.g_zmm.npy,1.0
tttvpw.wm+gzmqzs.z_t_rotated.npy,0.0
tzpgpv.sq+gbpmgt.z_t_translated.npy,0.0
tbzmgb.pw+gtmwpm.t_zmm.npy,5.0
tppztb.sq+gpgggv.w_zmm.npy,5.0
tbmvgs.pm+pvbvmv.v_t_rotated.npy,0.0
tbgmmt.mq+pwtwpb.z_z_translated.npy,1.0
tgtmpb.wg+gbbwmt.s_z_translated.npy,2.0
tbtgzs.pt+gtmbgv.s_zmm.npy,1.0
ttgvgs.wp+pqbzgw.m_t_translated.npy,0.0
tzpvbs.wt+gpmmmb.w_t_rotated.npy,0.0
tpbtps.wz+gggwgb.s_zmm.npy,0.0
ttgbgb.gz+ggztzw.b_t_rotated.npy,0.0
tzmpmg.pz+gtzgzs.m_zmm.npy,1.0
tppwbm.wt+gzpqps.b_zmm.npy,5.0
tzgbpw.mz+gtpgbg.q_z_translated.npy,1.0
tptzpb.vg+pqgzmg.m_z_flipped.npy,1.0
tttpbv.gb+pqpmbg.v_zmm.npy,5.0
tzgsgw.qg+ggtvzw.w_z_flipped.npy,2.0
tzbtbz.tp+gtpppt.s_t_flipped.npy,1.0
tzbqmw.pt+pvgwpg.s_t_flipped.npy,1.0
tppppp.bt+ggtbtg.s_t_flipped.npy,1.0
tzbptw.bw+gmgpzg.b_t_rotated.npy,1.0
ttpwbz.mg+gttqps.m_t_translated.npy,0.0
ttbvbg.sm+gbgqmw.v_t_flipped.npy,0.0
tpzqtb.gv+pwgwmq.z_zmm.npy,1.0
tttzbq.wm+gwtttm.q_t_flipped.npy,0.0
tppwms.pw+ggmttw.q_t_rotated.npy,0.0
tzzvzv.pm+gmmzpt.t_zmm.npy,5.0
tpmvbt.qv+psbvpz.v_zmm.npy,4.0
tttggz.wv+gzzqzw.g_t_translated.npy,0.0
tgmmgs.mw+pwtszt.v_t_translated.npy,1.0
ttbsbt.bp+gpbqtp.v_t_translated.npy,1.0
tztwbm.bp+gwttgw.g_t_rotated.npy,1.0
ttgzzv.qv+gtmqzq.q_zmm.npy,5.0
tgmtbm.tq+pqgqzz.t_t_rotated.npy,0.0
ttbpgz.gv+pspwmg.v_t_translated.npy,0.0
tpmzgs.tw+pszptz.q_zmm.npy,0.0
ttgspv.wm+pvpppg.z_z_flipped.npy,1.0
tzzzzq.qv+ggppgt.p_z_rotated.npy,1.0
tbttbm.ps+pvppbb.q_zmm.npy,1.0
tptpmg.wv+pqtwpw.v_t_flipped.npy,1.0
tbtzts.vp+gttbbg.g_t_rotated.npy,1.0
tppwmg.mp+gbbqbs.p_zmm.npy,5.0
tzzsgm.ww+gzpbpw.p_t_flipped.npy,0.0
tbgstz.st+ggbttq.w_t_translated.npy,0.0
ttgszm.ps+gtpszw.g_t_flipped.npy,0.0
tgtmpb.wg+gbbwmt.s_z_flipped.npy,2.0
tbgzpv.pv+gwbppz.g_t_rotated.npy,1.0
tpbbbs.sm+pqppzq.z_t_flipped.npy,0.0
ttzptt.pw+gbtwps.v_zmm.npy,2.0
tpgsgq.gm+pqmwbs.t_zmm.npy,1.0
tbmwbv.sp+gptppv.v_zmm.npy,2.0
tbtvts.gz+ggmvbm.b_t_flipped.npy,2.0
tztsgg.vz+pvmpgv.w_zmm.npy,0.0
tzptpb.gm+gzzgmt.m_t_rotated.npy,0.0
tzpsbg.bw+gtpvgz.q_z_translated.npy,2.0
tppztv.ww+gmppmb.s_z_translated.npy,1.0
tzbzgp.sq+pqmwpg.p_z_flipped.npy,2.0
tppzmt.zv+gmbwgp.w_t_rotated.npy,1.0
tgmgzq.bg+gtzqpg.t_z_flipped.npy,2.0
tzbzgw.pb+gzpmtt.t_t_rotated.npy,0.0
tbmggb.tg+pvzvtg.s_zmm.npy,1.0
tzbvzw.zg+pqztms.g_z_rotated.npy,1.0
tbbzmp.vt+gzbzgm.g_zmm.npy,4.0
tbbptt.pw+ggmtzg.b_t_flipped.npy,2.0
tbbgpw.tv+gwtwzv.m_t_rotated.npy,0.0
tbgszg.mz+gwtwts.g_t_flipped.npy,1.0
tmgvpz.ps+gbmsmz.q_zmm.npy,0.0
tzbmgb.gp+gmmggb.b_z_flipped.npy,1.0
ttbszg.vw+gzgwtq.t_zmm.npy,5.0
ttbsgt.gp+gbttpw.q_t_translated.npy,0.0
tzpvgt.pw+gtmpgt.q_zmm.npy,5.0
tzbzgz.gm+gpzzbp.v_zmm.npy,5.0
tmpgmz.bb+gzmqmv.w_t_translated.npy,0.0
tbgzgq.wb+pspbpz.v_t_rotated.npy,1.0
tgtwpq.zb+pqbmtm.t_t_flipped.npy,0.0
tmgvbw.wt+pggszw.z_t_rotated.npy,0.0
tmpgmz.bb+gzmqmv.w_t_flipped.npy,0.0
tpmggp.gg+gbbbtv.b_zmm.npy,0.0
tbzstz.mm+ggzqtt.w_zmm.npy,0.0
tmgppp.qs+gwtstv.g_zmm.npy,5.0
tztwmg.qq+pvtpgm.v_zmm.npy,5.0
ttgqgs.gv+pvzmzg.t_z_translated.npy,1.0
tptzbt.tz+psgbgs.v_zmm.npy,5.0
ttzzzp.tt+gpgmzv.z_zmm.npy,4.0
tbtbbb.pm+pszmms.z_zmm.npy,0.0
tpmqbv.mt+gbpmpg.v_z_rotated.npy,2.0
tpbqgw.gv+pvbmgt.z_t_translated.npy,0.0
ttgbgz.sb+gmzqmg.g_zmm.npy,0.0
ttmbtm.st+pwpvzw.m_z_rotated.npy,1.0
ttmspg.bm+gtzzbs.q_t_translated.npy,1.0
tbtpgp.vv+gtgbtg.p_t_flipped.npy,2.0
tttgpz.mv+pvbgmm.z_t_rotated.npy,1.0
tbmptz.gz+gmzwtm.q_t_rotated.npy,0.0
ttpvbv.pq+pwgbtv.t_zmm.npy,2.0
ttgpms.qg+pqbsmt.t_t_rotated.npy,0.0
tpbzgm.tt+gzpppq.q_zmm.npy,5.0
tzbggs.pb+pwmpgw.z_z_translated.npy,1.0
ttzpmw.qm+gmgbmb.q_zmm.npy,5.0
tzgtzm.wm+gwmgtw.z_zmm.npy,5.0
tmgsbs.wm+gwbvgt.z_zmm.npy,5.0
ttmwpg.ms+pvgptt.s_z_flipped.npy,1.0
tbbzbs.gg+pwpptm.b_z_flipped.npy,1.0
tpzstg.gp+gggzpg.g_t_flipped.npy,2.0
tzgzpt.gv+gbpbzw.z_zmm.npy,0.0
tzzmzm.gz+pspwmt.p_t_flipped.npy,1.0
tzzwzq.tb+pwzwtg.b_zmm.npy,1.0
tpttmt.wm+pvpwmg.p_zmm.npy,5.0
ttbqbs.bq+pspsbm.v_zmm.npy,0.0
tbbzgq.pz+pwmstz.m_t_rotated.npy,0.0
ttbsbp.mv+pqmtbt.m_t_flipped.npy,2.0
tbmqgs.pm+gbbspq.m_t_flipped.npy,0.0
tbpzps.gg+gptmtv.g_zmm.npy,5.0
tppmpp.wt+pvtzbw.m_zmm.npy,5.0
tzpmmt.bp+pstspb.w_t_flipped.npy,0.0
ttgzpg.mb+pstsbq.g_zmm.npy,0.0
tpgztg.qs+gmzzbw.s_t_flipped.npy,1.0
tzgbgv.qq+gzbbzw.m_z_translated.npy,1.0
tztvps.wz+gmzwmq.g_z_translated.npy,2.0
tpgvbb.gw+pszqgb.g_z_translated.npy,1.0
tbtzgg.wp+pqbmtb.p_zmm.npy,5.0
tpbzzg.qs+gztmgm.z_t_translated.npy,0.0
ttmqmq.zm+gbmmtq.p_z_rotated.npy,2.0
ttzpzv.pp+pvpvzg.g_t_flipped.npy,0.0
tzpbmv.bb+gztzps.w_t_rotated.npy,1.0
tzmpbg.qg+pvgwgp.v_zmm.npy,1.0
tpgmmm.gt+gggttp.m_zmm.npy,1.0
tzmwzz.gm+gmtspt.q_z_translated.npy,1.0
tbbvbb.gv+pwpqtt.s_t_rotated.npy,0.0
tbzvpg.gv+gptmtw.z_zmm.npy,4.0
tbtmzz.mt+gbbztb.m_zmm.npy,5.0
ttbmmw.mt+pwbtpb.m_zmm.npy,0.0
ttbvms.mq+pqbzzp.t_z_flipped.npy,1.0
ttzwtv.ws+pvbqpw.t_zmm.npy,0.0
tzmbbm.wz+pvmbmv.b_z_flipped.npy,1.0
ttztbw.zs+gtgmzz.p_t_translated.npy,2.0
tbbqmb.bt+gmbqgs.b_t_translated.npy,1.0
tpggmm.gt+gbbwmb.q_zmm.npy,2.0
tzbmgq.bq+pwgztv.g_t_translated.npy,0.0
ttzpzg.vg+ggpwms.w_z_translated.npy,1.0
tzgstp.gg+gztgpp.w_z_translated.npy,1.0
tmpwbq.pb+gzzzgq.b_t_rotated.npy,1.0
ttbbmg.wb+pvbbzq.w_zmm.npy,5.0
tptpzm.bv+pwzwzm.b_z_flipped.npy,2.0
tgmwgb.zv+gzbtbs.s_t_flipped.npy,1.0
ttztgs.wm+pvtpbq.g_t_translated.npy,0.0
tgmmgv.ps+gzzsmz.s_zmm.npy,4.0
ttzmzw.zb+gttzbg.w_t_translated.npy,2.0
ttpmbs.zs+gbtzpw.b_t_translated.npy,0.0
tmppbv.tz+gztgbq.p_z_translated.npy,1.0
tbtmmg.wv+gtptbb.z_zmm.npy,0.0
ttbzmt.vz+pszvzq.q_z_translated.npy,1.0
tbmbbb.sg+gztqgw.p_z_flipped.npy,1.0
tbmmtv.mq+gpgmpv.z_z_translated.npy,2.0
tbzptp.vs+pqzwbp.g_z_flipped.npy,1.0
tpgbpm.vs+gptgpp.p_t_translated.npy,0.0
tpbbtv.sz+ggbwtw.p_t_translated.npy,1.0
tzmszt.tm+gtmttg.q_t_flipped.npy,1.0
tpmqtg.qw+gmmzgm.w_t_rotated.npy,0.0
tzbvms.vb+gbzggb.g_t_flipped.npy,2.0
tppbtv.wz+pszggs.p_zmm.npy,5.0
tbbzmq.gq+gzmgtt.g_zmm.npy,0.0
tpgmmm.gt+gggttp.m_t_flipped.npy,1.0
tpgztb.wg+gpmsgw.s_zmm.npy,2.0
tpgspb.vp+gpbtbv.g_z_rotated.npy,1.0
tzpszq.bt+gzmggt.p_t_translated.npy,1.0
tpgbpw.wm+gzztpw.z_zmm.npy,0.0
tgmwzq.tt+pspszm.w_zmm.npy,1.0
tzpvms.bv+gbgzgw.t_t_rotated.npy,1.0
tgmbtv.wg+ggztgs.p_t_translated.npy,2.0
tptmgz.ss+gpzbgz.s_zmm.npy,0.0
tbpbgb.tz+pwpbms.z_t_flipped.npy,0.0
tzgvzg.ts+gtpzzp.v_z_translated.npy,2.0
tmgvzt.st+pwzwbv.m_z_flipped.npy,1.0
ttpgps.tv+psmzts.q_zmm.npy,5.0
tttgms.gs+gzttpt.b_t_flipped.npy,1.0
tbgptm.bp+pstwbb.s_z_flipped.npy,2.0
ttmpzs.ss+gbzpzt.t_t_translated.npy,1.0
ttpztg.sv+gbbgtm.q_t_rotated.npy,1.0
tpbvpv.vt+ggzztm.p_zmm.npy,5.0
tzmgzg.qw+gmptgb.v_t_flipped.npy,1.0
ttgvmt.zg+gbbpbg.v_zmm.npy,0.0
ttbwmb.sz+pvpzbq.b_t_flipped.npy,0.0
tzmzmv.st+gmmpgm.p_zmm.npy,0.0
tppbbw.zv+gtmbtp.m_zmm.npy,1.0
tzzszm.wb+gtpgtm.g_z_flipped.npy,1.0
ttptmw.pt+gbpmtp.b_t_translated.npy,0.0
tpbtzg.vw+gmgmmg.q_zmm.npy,5.0
ttgmbp.bv+gzpptt.z_zmm.npy,5.0
tbmggg.vt+gbbqbv.z_t_rotated.npy,1.0
tzgztz.sw+gbttpw.v_z_translated.npy,2.0
tzbspm.mw+gmmtbz.s_t_rotated.npy,0.0
ttgsts.wm+gpmgmt.s_zmm.npy,5.0
tbzzzb.sq+gttqtp.q_t_translated.npy,0.0
ttbppw.pz+pqbmgz.s_t_rotated.npy,1.0
ttmgbz.tb+gmtpms.b_zmm.npy,5.0
tztggm.mt+pqbgtt.q_z_translated.npy,1.0
tzmmgb.st+pwpwzt.m_z_flipped.npy,1.0
tbpqbz.ts+pstmgz.v_t_flipped.npy,1.0
tzggpm.gp+gmztmp.m_t_translated.npy,0.0
ttttgs.wq+gtbwzb.q_t_flipped.npy,1.0
tbmzpb.wz+psgwtb.z_zmm.npy,5.0
ttgmbp.pm+gmbwbs.p_z_rotated.npy,1.0
tzptpm.qp+gzgzmb.v_z_translated.npy,2.0
ttbqgt.zp+pvzzzz.b_z_flipped.npy,1.0
tbbwgz.qz+gtpgzs.s_t_rotated.npy,0.0
tmgtzv.bb+gpzbtb.p_t_flipped.npy,0.0
tpgvps.zb+gwtmzg.s_t_translated.npy,2.0
tgmtzg.zv+psbzzv.w_zmm.npy,5.0
ttpqzv.zg+psbmmp.m_zmm.npy,5.0
